Year,Gebietseinheit,GeoCode,Value
1971,Ammerland,K03451,1.556572923
1972,Ammerland,K03451,1.5311098109999999
1973,Ammerland,K03451,1.55221123
1974,Ammerland,K03451,1.705834511
1975,Ammerland,K03451,2.030613439
1976,Ammerland,K03451,1.838894104
1977,Ammerland,K03451,1.9860656780000001
1978,Ammerland,K03451,2.299939974
1979,Ammerland,K03451,2.7156103660000004
1980,Ammerland,K03451,2.916556075
1981,Ammerland,K03451,3.48868683
1982,Ammerland,K03451,3.3561765930000003
1983,Ammerland,K03451,3.4402685089999996
1984,Ammerland,K03451,3.641064727
1985,Ammerland,K03451,3.7442121910000004
1986,Ammerland,K03451,3.7276919619999997
1987,Ammerland,K03451,3.5329080760000005
1988,Ammerland,K03451,3.552960953
1989,Ammerland,K03451,3.4441934030000003
1990,Ammerland,K03451,3.48411522
1991,Ammerland,K03451,3.545297091
1992,Ammerland,K03451,3.568684293
1993,Ammerland,K03451,3.4486351319999997
1994,Ammerland,K03451,3.4385759030000003
1995,Ammerland,K03451,3.4452008989999996
1996,Ammerland,K03451,3.4509274530000003
1997,Ammerland,K03451,3.416679476
1998,Ammerland,K03451,3.466732473
1999,Ammerland,K03451,3.5066607910000003
2000,Ammerland,K03451,2.9003569280000003
2001,Ammerland,K03451,3.151347382
2002,Ammerland,K03451,3.2827156860000004
2003,Ammerland,K03451,3.64668896
2004,Ammerland,K03451,4.486350723
2005,Ammerland,K03451,5.317120083
2006,Ammerland,K03451,5.634761747000001
2007,Ammerland,K03451,5.965132867
2008,Ammerland,K03451,0.0
2009,Ammerland,K03451,0.485945629
2010,Ammerland,K03451,0.490850643
2011,Ammerland,K03451,0.5787733939999999
2012,Ammerland,K03451,0.628064569
2013,Ammerland,K03451,0.7078460040000001
2014,Ammerland,K03451,0.71114677
2015,Ammerland,K03451,0.6989231
2016,Ammerland,K03451,0.740512188
2017,Ammerland,K03451,0.8112819459999999
2018,Ammerland,K03451,0.870166161
1970,Aurich,K03452,0.9347636509999999
1971,Aurich,K03452,1.054348667
1972,Aurich,K03452,1.060888346
1973,Aurich,K03452,1.067443275
1974,Aurich,K03452,0.9900931709999999
1975,Aurich,K03452,0.8763900290000001
1976,Aurich,K03452,0.92356782
1977,Aurich,K03452,1.0364482309999998
1978,Aurich,K03452,1.121219162
1979,Aurich,K03452,1.327577926
1980,Aurich,K03452,1.4449833159999999
1981,Aurich,K03452,1.879707975
1982,Aurich,K03452,2.457583901
1983,Aurich,K03452,2.7675873060000002
1984,Aurich,K03452,2.9710019
1985,Aurich,K03452,3.227883943
1986,Aurich,K03452,3.3792715980000003
1987,Aurich,K03452,3.378854698
1988,Aurich,K03452,3.3164647489999997
1989,Aurich,K03452,3.4791209739999998
1990,Aurich,K03452,3.441780548
1991,Aurich,K03452,3.528293773
1992,Aurich,K03452,3.521555305
1993,Aurich,K03452,3.488494717
1994,Aurich,K03452,3.441691652
1995,Aurich,K03452,3.4176975510000003
1996,Aurich,K03452,3.459621975
1997,Aurich,K03452,3.450993993
1998,Aurich,K03452,3.227884529
1999,Aurich,K03452,3.155477237
2000,Aurich,K03452,3.210953336
2001,Aurich,K03452,2.539726746
2002,Aurich,K03452,2.696694219
2003,Aurich,K03452,3.143410065
2004,Aurich,K03452,3.760146385
2005,Aurich,K03452,4.568734507
2006,Aurich,K03452,5.237128155
2007,Aurich,K03452,5.381444492999999
2008,Aurich,K03452,5.55339008
2009,Aurich,K03452,0.0
2010,Aurich,K03452,0.623266718
2011,Aurich,K03452,0.7253151999999999
2012,Aurich,K03452,0.9575295359999999
2013,Aurich,K03452,1.146001099
2014,Aurich,K03452,1.16541634
2015,Aurich,K03452,1.095648127
2016,Aurich,K03452,1.141508124
2017,Aurich,K03452,1.154567892
2018,Aurich,K03452,1.2390341790000001
1970,Cloppenburg,K03453,1.377513711
1971,Cloppenburg,K03453,1.4960622769999998
1972,Cloppenburg,K03453,1.5791044509999999
1973,Cloppenburg,K03453,1.614430665
1974,Cloppenburg,K03453,1.633545739
1975,Cloppenburg,K03453,1.60732125
1976,Cloppenburg,K03453,1.623630673
1977,Cloppenburg,K03453,1.776935274
1978,Cloppenburg,K03453,1.4025099369999998
1979,Cloppenburg,K03453,1.592213927
1980,Cloppenburg,K03453,1.851694339
1981,Cloppenburg,K03453,2.1305037319999998
1982,Cloppenburg,K03453,2.563603323
1983,Cloppenburg,K03453,2.9753014610000004
1984,Cloppenburg,K03453,3.1892840060000003
1985,Cloppenburg,K03453,3.362821489
1986,Cloppenburg,K03453,3.69247551
1987,Cloppenburg,K03453,3.845668629
1988,Cloppenburg,K03453,4.040103511
1989,Cloppenburg,K03453,3.4746047069999997
1990,Cloppenburg,K03453,3.728345978
1991,Cloppenburg,K03453,3.7855753869999997
1992,Cloppenburg,K03453,3.883475853
1993,Cloppenburg,K03453,3.917950873
1994,Cloppenburg,K03453,4.081339744
1995,Cloppenburg,K03453,4.298984522
1996,Cloppenburg,K03453,4.549543182
1997,Cloppenburg,K03453,4.641547353
1998,Cloppenburg,K03453,4.848438573999999
1999,Cloppenburg,K03453,5.121830252
2000,Cloppenburg,K03453,5.279798865
2001,Cloppenburg,K03453,5.622842839
2002,Cloppenburg,K03453,5.225688995
2003,Cloppenburg,K03453,5.7338174
2004,Cloppenburg,K03453,6.027744481
2005,Cloppenburg,K03453,7.127810286
2006,Cloppenburg,K03453,8.493692862
2007,Cloppenburg,K03453,9.214729103
2008,Cloppenburg,K03453,10.0830728
2009,Cloppenburg,K03453,10.69100314
2010,Cloppenburg,K03453,0.0
2011,Cloppenburg,K03453,1.182226024
2012,Cloppenburg,K03453,1.251950769
2013,Cloppenburg,K03453,1.4335289830000002
2014,Cloppenburg,K03453,1.6433790869999998
2015,Cloppenburg,K03453,1.608400509
2016,Cloppenburg,K03453,1.600494806
2017,Cloppenburg,K03453,1.5652651359999998
2018,Cloppenburg,K03453,1.5796150430000002
1970,Emsland,K03454,1.62632741
1971,Emsland,K03454,1.755971433
1972,Emsland,K03454,1.908634755
1973,Emsland,K03454,1.980173533
1974,Emsland,K03454,2.006430445
1975,Emsland,K03454,2.0115529480000003
1976,Emsland,K03454,2.0046582280000003
1977,Emsland,K03454,2.144192945
1978,Emsland,K03454,2.312778422
1979,Emsland,K03454,1.86720775
1980,Emsland,K03454,2.133146625
1981,Emsland,K03454,2.450423237
1982,Emsland,K03454,2.88301944
1983,Emsland,K03454,3.375423606
1984,Emsland,K03454,4.144595484
1985,Emsland,K03454,4.244199096
1986,Emsland,K03454,4.37610468
1987,Emsland,K03454,4.622294731
1988,Emsland,K03454,4.711230254
1989,Emsland,K03454,4.71771049
1990,Emsland,K03454,4.26249473
1991,Emsland,K03454,4.323449992
1992,Emsland,K03454,4.299517546000001
1993,Emsland,K03454,4.436852227
1994,Emsland,K03454,4.637983599
1995,Emsland,K03454,4.853867301
1996,Emsland,K03454,5.060389012
1997,Emsland,K03454,5.240447873
1998,Emsland,K03454,5.716025836
1999,Emsland,K03454,6.143531941
2000,Emsland,K03454,6.36248343
2001,Emsland,K03454,6.472414388
2002,Emsland,K03454,6.737133292
2003,Emsland,K03454,5.804244722999999
2004,Emsland,K03454,6.398810951000001
2005,Emsland,K03454,6.862529447999999
2006,Emsland,K03454,7.560244112
2007,Emsland,K03454,8.934294872
2008,Emsland,K03454,9.704689926
2009,Emsland,K03454,10.34310151
2010,Emsland,K03454,10.93205428
2011,Emsland,K03454,0.0
2012,Emsland,K03454,1.9399377919999998
2013,Emsland,K03454,1.712994985
2014,Emsland,K03454,1.677063314
2015,Emsland,K03454,2.27523208
2016,Emsland,K03454,2.2710283330000003
2017,Emsland,K03454,2.140515321
2018,Emsland,K03454,1.9304816759999999
1970,Friesland,K03455,1.914777727
1971,Friesland,K03455,2.029273393
1972,Friesland,K03455,2.3735133
1973,Friesland,K03455,2.574539852
1974,Friesland,K03455,2.439939549
1975,Friesland,K03455,2.343211578
1976,Friesland,K03455,2.233959107
1977,Friesland,K03455,2.276272943
1978,Friesland,K03455,2.409942856
1979,Friesland,K03455,2.690884628
1980,Friesland,K03455,1.8758293030000002
1981,Friesland,K03455,2.014921368
1982,Friesland,K03455,2.304862136
1983,Friesland,K03455,2.69048781
1984,Friesland,K03455,2.941362049
1985,Friesland,K03455,3.4381590760000003
1986,Friesland,K03455,3.4783691510000003
1987,Friesland,K03455,3.5048747380000003
1988,Friesland,K03455,3.562785283
1989,Friesland,K03455,3.6882337439999997
1990,Friesland,K03455,3.71458172
1991,Friesland,K03455,3.5351613360000003
1992,Friesland,K03455,3.526187273
1993,Friesland,K03455,3.437441148
1994,Friesland,K03455,3.4161061910000003
1995,Friesland,K03455,3.343728173
1996,Friesland,K03455,3.3426129039999997
1997,Friesland,K03455,3.2871462260000004
1998,Friesland,K03455,3.238275549
1999,Friesland,K03455,3.262115582
2000,Friesland,K03455,3.2328163610000002
2001,Friesland,K03455,3.160297885
2002,Friesland,K03455,3.1737288560000003
2003,Friesland,K03455,3.1205445889999996
2004,Friesland,K03455,2.2277404780000003
2005,Friesland,K03455,2.202883064
2006,Friesland,K03455,2.345174214
2007,Friesland,K03455,2.573836616
2008,Friesland,K03455,3.566905005
2009,Friesland,K03455,4.293306507
2010,Friesland,K03455,4.252403333999999
2011,Friesland,K03455,4.245378833999999
2012,Friesland,K03455,0.0
2013,Friesland,K03455,5.220528357
2014,Friesland,K03455,5.7981836179999995
2015,Friesland,K03455,6.356253011000001
2016,Friesland,K03455,6.936302239
2017,Friesland,K03455,7.005356329
2018,Friesland,K03455,6.961382114
1970,Grafschaft Bentheim,K03456,6.967577219
1971,Grafschaft Bentheim,K03456,6.818436888
1972,Grafschaft Bentheim,K03456,6.9395017789999995
1973,Grafschaft Bentheim,K03456,6.930078074
1974,Grafschaft Bentheim,K03456,7.145740122
1975,Grafschaft Bentheim,K03456,7.209194534
1976,Grafschaft Bentheim,K03456,7.159085042
1977,Grafschaft Bentheim,K03456,7.0504611210000006
1978,Grafschaft Bentheim,K03456,6.638483614
1979,Grafschaft Bentheim,K03456,6.728789127000001
1980,Grafschaft Bentheim,K03456,6.842028626
1981,Grafschaft Bentheim,K03456,5.990158537999999
1982,Grafschaft Bentheim,K03456,6.338076111
1983,Grafschaft Bentheim,K03456,6.760927841
1984,Grafschaft Bentheim,K03456,7.080386659
1985,Grafschaft Bentheim,K03456,7.376967606
1986,Grafschaft Bentheim,K03456,7.972016527999999
1987,Grafschaft Bentheim,K03456,8.011238145
1988,Grafschaft Bentheim,K03456,8.116671626
1989,Grafschaft Bentheim,K03456,8.298534056
1990,Grafschaft Bentheim,K03456,8.37964571
1991,Grafschaft Bentheim,K03456,8.414528909
1992,Grafschaft Bentheim,K03456,7.533385887000001
1993,Grafschaft Bentheim,K03456,7.6816930889999995
1994,Grafschaft Bentheim,K03456,7.740503549
1995,Grafschaft Bentheim,K03456,8.29836901
1996,Grafschaft Bentheim,K03456,8.945665158999999
1997,Grafschaft Bentheim,K03456,9.541643166
1998,Grafschaft Bentheim,K03456,10.05205261
1999,Grafschaft Bentheim,K03456,10.50118267
2000,Grafschaft Bentheim,K03456,10.877336099999999
2001,Grafschaft Bentheim,K03456,11.29888371
2002,Grafschaft Bentheim,K03456,11.67237359
2003,Grafschaft Bentheim,K03456,11.84371906
2004,Grafschaft Bentheim,K03456,11.9210349
2005,Grafschaft Bentheim,K03456,10.96326837
2006,Grafschaft Bentheim,K03456,11.4199563
2007,Grafschaft Bentheim,K03456,11.73790751
2008,Grafschaft Bentheim,K03456,12.348041
2009,Grafschaft Bentheim,K03456,13.46139671
2010,Grafschaft Bentheim,K03456,13.81453929
2011,Grafschaft Bentheim,K03456,14.10064847
2012,Grafschaft Bentheim,K03456,14.50725583
2013,Grafschaft Bentheim,K03456,0.0
2014,Grafschaft Bentheim,K03456,0.9420263940000001
2015,Grafschaft Bentheim,K03456,1.026111443
2016,Grafschaft Bentheim,K03456,1.0690725509999999
2017,Grafschaft Bentheim,K03456,1.2278193000000002
2018,Grafschaft Bentheim,K03456,1.3269822059999998
1970,Leer,K03457,1.378883386
1971,Leer,K03457,1.3291001120000001
1972,Leer,K03457,1.314913213
1973,Leer,K03457,1.3386747970000001
1974,Leer,K03457,1.3731745359999998
1975,Leer,K03457,1.539080362
1976,Leer,K03457,1.554908363
1977,Leer,K03457,1.595887034
1978,Leer,K03457,1.601387261
1979,Leer,K03457,1.558265108
1980,Leer,K03457,1.685515061
1981,Leer,K03457,1.975624415
1982,Leer,K03457,1.5073731719999999
1983,Leer,K03457,1.610316066
1984,Leer,K03457,1.7773795630000002
1985,Leer,K03457,2.041363937
1986,Leer,K03457,2.4885182009999998
1987,Leer,K03457,3.130419585
1988,Leer,K03457,3.2366056569999997
1989,Leer,K03457,3.5268276960000002
1990,Leer,K03457,3.953731411
1991,Leer,K03457,4.229358918
1992,Leer,K03457,4.393477278
1993,Leer,K03457,4.423451414
1994,Leer,K03457,4.533007304
1995,Leer,K03457,4.543286356
1996,Leer,K03457,4.734433078
1997,Leer,K03457,4.855637436
1998,Leer,K03457,4.935577975
1999,Leer,K03457,4.8917470000000005
2000,Leer,K03457,5.134620977
2001,Leer,K03457,5.287667753
2002,Leer,K03457,5.469204303
2003,Leer,K03457,5.618774515
2004,Leer,K03457,5.766909127999999
2005,Leer,K03457,5.984032057
2006,Leer,K03457,4.817337537
2007,Leer,K03457,5.009074189
2008,Leer,K03457,5.315185203
2009,Leer,K03457,5.742149099
2010,Leer,K03457,6.67808628
2011,Leer,K03457,7.239098263
2012,Leer,K03457,7.465699099
2013,Leer,K03457,7.96954225
2014,Leer,K03457,0.0
2015,Leer,K03457,0.585420904
2016,Leer,K03457,0.830790295
2017,Leer,K03457,0.9965421459999999
2018,Leer,K03457,1.267174723
1970,Oldenburg,K03458,1.256769969
1971,Oldenburg,K03458,1.231970171
1972,Oldenburg,K03458,1.162214563
1973,Oldenburg,K03458,1.117152007
1974,Oldenburg,K03458,1.207325915
1975,Oldenburg,K03458,1.322844792
1976,Oldenburg,K03458,1.496134047
1977,Oldenburg,K03458,1.549874156
1978,Oldenburg,K03458,1.57458815
1979,Oldenburg,K03458,1.5664034169999999
1980,Oldenburg,K03458,1.64378341
1981,Oldenburg,K03458,1.8688694890000002
1982,Oldenburg,K03458,1.972455185
1983,Oldenburg,K03458,1.656114963
1984,Oldenburg,K03458,1.87844423
1985,Oldenburg,K03458,2.031336115
1986,Oldenburg,K03458,2.238452695
1987,Oldenburg,K03458,2.5737174019999998
1988,Oldenburg,K03458,3.0947919180000003
1989,Oldenburg,K03458,3.346444118
1990,Oldenburg,K03458,3.6000865539999998
1991,Oldenburg,K03458,4.014275341
1992,Oldenburg,K03458,4.086279524
1993,Oldenburg,K03458,4.127257835
1994,Oldenburg,K03458,3.913043478
1995,Oldenburg,K03458,3.989874436
1996,Oldenburg,K03458,4.01927002
1997,Oldenburg,K03458,4.09873521
1998,Oldenburg,K03458,4.183373213
1999,Oldenburg,K03458,4.228348479
2000,Oldenburg,K03458,4.28040743
2001,Oldenburg,K03458,4.278181196
2002,Oldenburg,K03458,4.349379511
2003,Oldenburg,K03458,4.347067731
2004,Oldenburg,K03458,4.371818997
2005,Oldenburg,K03458,4.682747233
2006,Oldenburg,K03458,5.252903003
2007,Oldenburg,K03458,4.373927274
2008,Oldenburg,K03458,4.538604451
2009,Oldenburg,K03458,4.940450635
2010,Oldenburg,K03458,5.691730153
2011,Oldenburg,K03458,7.010450361
2012,Oldenburg,K03458,7.760804424
2013,Oldenburg,K03458,8.063175395
2014,Oldenburg,K03458,8.313099336
2015,Oldenburg,K03458,0.0
2016,Oldenburg,K03458,1.5647851330000002
2017,Oldenburg,K03458,1.91426941
2018,Oldenburg,K03458,2.2639895930000002
1970,Osnabrück,K03459,2.688278032
1971,Osnabrück,K03459,2.8458467080000003
1972,Osnabrück,K03459,2.829649153
1973,Osnabrück,K03459,2.83003163
1974,Osnabrück,K03459,2.895891447
1975,Osnabrück,K03459,3.048817032
1976,Osnabrück,K03459,3.286643217
1977,Osnabrück,K03459,3.5899557730000002
1978,Osnabrück,K03459,3.67906772
1979,Osnabrück,K03459,3.541574095
1980,Osnabrück,K03459,3.4273795380000003
1981,Osnabrück,K03459,3.177301028
1982,Osnabrück,K03459,3.214129689
1983,Osnabrück,K03459,3.3129355830000002
1984,Osnabrück,K03459,2.813963302
1985,Osnabrück,K03459,3.189559966
1986,Osnabrück,K03459,2.103881371
1987,Osnabrück,K03459,0.543120474
1988,Osnabrück,K03459,0.598527868
1989,Osnabrück,K03459,0.278047023
1990,Osnabrück,K03459,0.098615415
1991,Osnabrück,K03459,0.7144838859999999
1992,Osnabrück,K03459,5.259795571000001
1993,Osnabrück,K03459,5.280234961000001
1994,Osnabrück,K03459,5.305353935
1995,Osnabrück,K03459,4.93698109
1996,Osnabrück,K03459,4.930064186
1997,Osnabrück,K03459,4.757820969
1998,Osnabrück,K03459,4.932967283
1999,Osnabrück,K03459,4.681217128
2000,Osnabrück,K03459,4.961722261
2001,Osnabrück,K03459,4.97664156
2002,Osnabrück,K03459,4.987912054
2003,Osnabrück,K03459,4.948795013
2004,Osnabrück,K03459,4.97809682
2005,Osnabrück,K03459,5.023783204
2006,Osnabrück,K03459,5.083236243
2007,Osnabrück,K03459,5.166754183
2008,Osnabrück,K03459,4.671563675
2009,Osnabrück,K03459,4.901211035
2010,Osnabrück,K03459,5.2900069080000005
2011,Osnabrück,K03459,5.729030275
2012,Osnabrück,K03459,7.784315752
2013,Osnabrück,K03459,7.240837977000001
2014,Osnabrück,K03459,7.718032235
2015,Osnabrück,K03459,8.164424656
2016,Osnabrück,K03459,0.0
2017,Osnabrück,K03459,0.92381577
2018,Osnabrück,K03459,1.3171857740000001
1970,Vechta,K03460,1.6956648369999998
1971,Vechta,K03460,2.145844893
1972,Vechta,K03460,2.09782068
1973,Vechta,K03460,2.171167568
1974,Vechta,K03460,2.281475918
1975,Vechta,K03460,2.326158684
1976,Vechta,K03460,2.4374698009999998
1977,Vechta,K03460,2.7769553539999996
1978,Vechta,K03460,3.058849719
1979,Vechta,K03460,3.266220588
1980,Vechta,K03460,3.272280098
1981,Vechta,K03460,3.1842199360000003
1982,Vechta,K03460,3.129125697
1983,Vechta,K03460,3.3065298089999997
1984,Vechta,K03460,3.439125048
1985,Vechta,K03460,2.9911003710000004
1986,Vechta,K03460,3.3301784619999997
1987,Vechta,K03460,3.6816929989999996
1988,Vechta,K03460,4.188486642
1989,Vechta,K03460,4.76655506
1990,Vechta,K03460,5.658114689
1991,Vechta,K03460,5.789173586
1992,Vechta,K03460,6.178128523
1993,Vechta,K03460,6.685220325
1994,Vechta,K03460,7.000191171
1995,Vechta,K03460,7.143268337
1996,Vechta,K03460,6.596846719
1997,Vechta,K03460,6.838073082
1998,Vechta,K03460,7.076419317999999
1999,Vechta,K03460,7.166761579
2000,Vechta,K03460,7.32631839
2001,Vechta,K03460,7.317334887
2002,Vechta,K03460,7.4829105270000005
2003,Vechta,K03460,7.484837728
2004,Vechta,K03460,7.515927395
2005,Vechta,K03460,7.831612154
2006,Vechta,K03460,7.656164037000001
2007,Vechta,K03460,7.907266497999999
2008,Vechta,K03460,8.167004003999999
2009,Vechta,K03460,6.62664216
2010,Vechta,K03460,6.927065382
2011,Vechta,K03460,7.255492294
2012,Vechta,K03460,8.329906597
2013,Vechta,K03460,9.767455355
2014,Vechta,K03460,11.05812946
2015,Vechta,K03460,11.67852569
2016,Vechta,K03460,12.41684205
2017,Vechta,K03460,0.0
2018,Vechta,K03460,1.723190494
1970,Wesermarsch,K03461,2.078163772
1971,Wesermarsch,K03461,2.281989437
1972,Wesermarsch,K03461,2.845905881
1973,Wesermarsch,K03461,3.1785479339999996
1974,Wesermarsch,K03461,3.1093080060000005
1975,Wesermarsch,K03461,2.975994913
1976,Wesermarsch,K03461,2.883752724
1977,Wesermarsch,K03461,2.92263918
1978,Wesermarsch,K03461,3.1177517669999997
1979,Wesermarsch,K03461,3.508261703
1980,Wesermarsch,K03461,4.101167148
1981,Wesermarsch,K03461,4.068913372
1982,Wesermarsch,K03461,4.120191213
1983,Wesermarsch,K03461,3.5917777
1984,Wesermarsch,K03461,3.7589926080000002
1985,Wesermarsch,K03461,4.082944508
1986,Wesermarsch,K03461,3.5745226660000005
1987,Wesermarsch,K03461,3.9934874039999997
1988,Wesermarsch,K03461,4.897945443999999
1989,Wesermarsch,K03461,5.617554997999999
1990,Wesermarsch,K03461,6.054362557
1991,Wesermarsch,K03461,6.8211292629999996
1992,Wesermarsch,K03461,7.051830357999999
1993,Wesermarsch,K03461,7.139633832
1994,Wesermarsch,K03461,7.725837488
1995,Wesermarsch,K03461,7.746739971
1996,Wesermarsch,K03461,7.822233504
1997,Wesermarsch,K03461,6.567547218
1998,Wesermarsch,K03461,6.478274726
1999,Wesermarsch,K03461,6.217847881
2000,Wesermarsch,K03461,6.4453207820000005
2001,Wesermarsch,K03461,6.4494927539999996
2002,Wesermarsch,K03461,6.298677872000001
2003,Wesermarsch,K03461,6.235450437999999
2004,Wesermarsch,K03461,6.128567618
2005,Wesermarsch,K03461,6.147549787999999
2006,Wesermarsch,K03461,6.1583641039999995
2007,Wesermarsch,K03461,6.181497912
2008,Wesermarsch,K03461,6.093523918
2009,Wesermarsch,K03461,6.193539857999999
2010,Wesermarsch,K03461,4.559518358
2011,Wesermarsch,K03461,4.677647376
2012,Wesermarsch,K03461,4.929585392
2013,Wesermarsch,K03461,5.401903904
2014,Wesermarsch,K03461,6.5856856310000005
2015,Wesermarsch,K03461,7.331825004
2016,Wesermarsch,K03461,7.532969378
2017,Wesermarsch,K03461,7.821808991
2018,Wesermarsch,K03461,0.0
1970,Wittmund,K03462,0.507099391
1971,Wittmund,K03462,0.573229064
1972,Wittmund,K03462,0.63943229
1973,Wittmund,K03462,0.7235614459999999
1974,Wittmund,K03462,0.7464245690000001
1975,Wittmund,K03462,0.8111634240000001
1976,Wittmund,K03462,0.802483155
1977,Wittmund,K03462,0.80896316
1978,Wittmund,K03462,0.8140880890000001
1979,Wittmund,K03462,0.922519667
1980,Wittmund,K03462,1.110485838
1981,Wittmund,K03462,1.207585203
1982,Wittmund,K03462,1.2642106640000002
1983,Wittmund,K03462,1.182580754
1984,Wittmund,K03462,1.2310270970000001
1985,Wittmund,K03462,1.336888425
1986,Wittmund,K03462,1.509208413
1987,Wittmund,K03462,1.200551449
1988,Wittmund,K03462,1.412764654
1989,Wittmund,K03462,1.600624262
1990,Wittmund,K03462,1.5333068319999998
1991,Wittmund,K03462,2.272599637
1992,Wittmund,K03462,2.852205582
1993,Wittmund,K03462,3.23223011
1994,Wittmund,K03462,3.473913601
1995,Wittmund,K03462,3.923947488
1996,Wittmund,K03462,4.023443118
1997,Wittmund,K03462,3.981661523
1998,Wittmund,K03462,3.933060302
1999,Wittmund,K03462,4.209571015
2000,Wittmund,K03462,4.07785956
2001,Wittmund,K03462,4.103028509
2002,Wittmund,K03462,4.007848994
2003,Wittmund,K03462,3.88576779
2004,Wittmund,K03462,3.871972318
2005,Wittmund,K03462,3.8375263139999998
2006,Wittmund,K03462,3.681543862
2007,Wittmund,K03462,3.674967961
2008,Wittmund,K03462,3.584846587
2009,Wittmund,K03462,3.5841856739999995
2010,Wittmund,K03462,3.6958798880000003
2011,Wittmund,K03462,2.328006788
2012,Wittmund,K03462,2.379262624
2013,Wittmund,K03462,2.689716312
2014,Wittmund,K03462,3.1624188610000004
2015,Wittmund,K03462,4.570339146
2016,Wittmund,K03462,4.238673722
2017,Wittmund,K03462,4.34859248
2018,Wittmund,K03462,4.495270912
